fecha,ticker,precio_cierre,volumen
2022-06-13,TCH,218.76,614983
2022-06-14,TCH,226.85,284278
2022-06-15,TCH,230.69,368655
2022-06-16,TCH,226.49,667332
2022-06-17,TCH,232.36,372644
2022-06-20,TCH,230.19,335170
2022-06-21,TCH,238.48,334363
2022-06-22,TCH,237.52,311047
2022-06-23,TCH,244.99,675285
2022-06-24,TCH,240.84,475536
2022-06-27,TCH,248.07,394607
2022-06-28,TCH,256.6,413151
2022-06-29,TCH,266.37,586428
2022-06-30,TCH,274.11,360771
2022-07-01,TCH,276.38,440698
2022-07-04,TCH,277.54,303739
2022-07-05,TCH,279.67,826453
2022-07-06,TCH,275.27,522628
2022-07-07,TCH,275.23,263201
2022-07-08,TCH,281.08,350215
2022-07-11,TCH,290.93,340830
2022-07-12,TCH,290.16,407682
2022-07-13,TCH,289.52,919152
2022-07-14,TCH,299.05,366602
2022-07-15,TCH,299.12,408805
2022-07-18,TCH,295.71,328158
2022-07-19,TCH,303.03,465327
2022-07-20,TCH,304.08,333677
2022-07-21,TCH,307.16,324980
2022-07-22,TCH,306.92,360606
2022-07-25,TCH,310.67,454157
2022-07-26,TCH,305.13,408212
2022-07-27,TCH,304.33,429122
2022-07-28,TCH,305.38,614650
2022-07-29,TCH,303.13,265746
2022-08-01,TCH,307.82,467881
2022-08-02,TCH,318.36,699230
2022-08-03,TCH,322.94,682931
2022-08-04,TCH,322.88,468275
2022-08-05,TCH,320.83,568288
2022-08-08,TCH,310.65,718543
2022-08-09,TCH,306.48,322502
2022-08-10,TCH,304.91,377870
2022-08-11,TCH,309.51,347309
2022-08-12,TCH,305.94,401324
2022-08-15,TCH,309.54,313753
2022-08-16,TCH,317.03,368252
2022-08-17,TCH,314.07,542835
2022-08-18,TCH,316.15,375852
2022-08-19,TCH,323.75,465676
2022-08-22,TCH,324.27,324180
2022-08-23,TCH,324.59,604192
2022-08-24,TCH,322.55,237625
2022-08-25,TCH,319.41,401152
2022-08-26,TCH,312.69,644669
2022-08-29,TCH,309.53,386300
2022-08-30,TCH,308.98,313412
2022-08-31,TCH,311.24,688438
2022-09-01,TCH,318.2,328154
2022-09-02,TCH,311.25,392254
2022-09-05,TCH,305.08,384789
2022-09-06,TCH,312.88,363782
2022-09-07,TCH,311.1,691333
2022-09-08,TCH,314.84,241600
2022-09-09,TCH,320.88,336196
2022-09-12,TCH,324.13,421194
2022-09-13,TCH,324.47,542135
2022-09-14,TCH,329.25,279557
2022-09-15,TCH,330.52,566712
2022-09-16,TCH,328.26,521120
2022-09-19,TCH,328.59,257898
2022-09-20,TCH,327.42,348118
2022-09-21,TCH,329.09,398515
2022-09-22,TCH,323.85,692548
2022-09-23,TCH,330.55,735051
2022-09-26,TCH,330.52,600958
2022-09-27,TCH,325.2,354827
2022-09-28,TCH,321.78,487776
2022-09-29,TCH,317.26,494987
2022-09-30,TCH,311.78,276373
2022-10-03,TCH,321.1,412083
2022-10-04,TCH,328.61,809996
2022-10-05,TCH,322.66,282641
2022-10-06,TCH,317.61,502718
2022-10-07,TCH,312.59,446831
2022-10-10,TCH,315.58,308438
2022-10-11,TCH,316.93,590521
2022-10-12,TCH,319.38,355594
2022-10-13,TCH,314.17,717390
2022-10-14,TCH,307.89,1113386
2022-10-17,TCH,305.14,452949
2022-10-18,TCH,309.54,915426
2022-10-19,TCH,322.89,464830
2022-10-20,TCH,316.02,186409
2022-10-21,TCH,323.38,392461
2022-10-24,TCH,327.35,432237
2022-10-25,TCH,322.37,894239
2022-10-26,TCH,325.36,462468
2022-10-27,TCH,326.68,184751
2022-10-28,TCH,328.32,525960
2022-10-31,TCH,332.96,460878
2022-11-01,TCH,344.21,411493
2022-11-02,TCH,348.83,441504
2022-11-03,TCH,349.96,701439
2022-11-04,TCH,346.69,471544
2022-11-07,TCH,346.46,477839
2022-11-08,TCH,348.49,362089
2022-11-09,TCH,346.94,266858
2022-11-10,TCH,352.28,477210
2022-11-11,TCH,363.89,353470
2022-11-14,TCH,354.53,469611
2022-11-15,TCH,351.17,197360
2022-11-16,TCH,362.53,461738
2022-11-17,TCH,363.53,432494
2022-11-18,TCH,371.65,453692
2022-11-21,TCH,365.27,485702
2022-11-22,TCH,368.49,536039
2022-11-23,TCH,367.02,553232
2022-11-24,TCH,367.06,410266
2022-11-25,TCH,365.21,644397
2022-11-28,TCH,376.35,428509
2022-11-29,TCH,373.34,257679
2022-11-30,TCH,381.32,586182
2022-12-01,TCH,382.03,408936
2022-12-02,TCH,394.78,381470
2022-12-05,TCH,399.58,798653
2022-12-06,TCH,390.53,405221
2022-12-07,TCH,391.74,497086
2022-12-08,TCH,390.85,671384
2022-12-09,TCH,395.58,358300
2022-12-12,TCH,397.14,594724
2022-12-13,TCH,386.76,473980
2022-12-14,TCH,384.71,746388
2022-12-15,TCH,381.87,353277
2022-12-16,TCH,382.12,342936
2022-12-19,TCH,384.61,496713
2022-12-20,TCH,389.95,299827
2022-12-21,TCH,394.24,729656
2022-12-22,TCH,377.77,395252
2022-12-23,TCH,381.7,881955
2022-12-26,TCH,391.48,297126
2022-12-27,TCH,392.94,671910
2022-12-28,TCH,388.95,400526
2022-12-29,TCH,383.2,347979
2022-12-30,TCH,389.67,528482
2023-01-02,TCH,392.35,467985
2023-01-03,TCH,388.66,553836
2023-01-04,TCH,390.11,333974
2023-01-05,TCH,387.59,238075
2023-01-06,TCH,384.83,573792
2023-01-09,TCH,385.35,338366
2023-01-10,TCH,386.92,451695
2023-01-11,TCH,382.02,565771
2023-01-12,TCH,379.86,470968
2023-01-13,TCH,392.03,408592
2023-01-16,TCH,385.85,354093
2023-01-17,TCH,387.6,685162
2023-01-18,TCH,392.02,601598
2023-01-19,TCH,388.15,701396
2023-01-20,TCH,384.69,283612
2023-01-23,TCH,380.05,341182
2023-01-24,TCH,373.52,379224
2023-01-25,TCH,383.56,507680
2023-01-26,TCH,380.78,866006
2023-01-27,TCH,380.95,452605
2023-01-30,TCH,375.06,372597
2023-01-31,TCH,377.86,488824
2023-02-01,TCH,374.18,256342
2023-02-02,TCH,379.44,190059
2023-02-03,TCH,373.51,275389
2023-02-06,TCH,384.74,374509
2023-02-07,TCH,380.95,525097
2023-02-08,TCH,383.37,691335
2023-02-09,TCH,386.0,751860
2023-02-10,TCH,392.36,634392
2023-02-13,TCH,382.49,262203
2023-02-14,TCH,376.39,405578
2023-02-15,TCH,374.12,779777
2023-02-16,TCH,381.97,252361
2023-02-17,TCH,380.86,444002
2023-02-20,TCH,392.86,446507
2023-02-21,TCH,407.8,608570
2023-02-22,TCH,407.79,143512
2023-02-23,TCH,424.0,563539
2023-02-24,TCH,421.58,271869
2023-02-27,TCH,423.68,625974
2023-02-28,TCH,426.68,267239
2023-03-01,TCH,437.75,462392
2023-03-02,TCH,446.68,201741
2023-03-03,TCH,446.58,292557
2023-03-06,TCH,442.21,534747
2023-03-07,TCH,445.61,337079
2023-03-08,TCH,451.03,561818
2023-03-09,TCH,461.61,499228
2023-03-10,TCH,475.74,414858
2023-03-13,TCH,473.8,185908
2023-03-14,TCH,469.54,470905
2023-03-15,TCH,473.93,585260
2023-03-16,TCH,463.38,540960
2023-03-17,TCH,476.91,314268
2023-03-20,TCH,470.27,484417
2023-03-21,TCH,471.55,407524
2023-03-22,TCH,460.57,466719
2023-03-23,TCH,455.03,716147
2023-03-24,TCH,460.58,492788
2023-03-27,TCH,452.98,357424
2023-03-28,TCH,450.1,545237
2023-03-29,TCH,464.31,457454
2023-03-30,TCH,468.61,656733
2023-03-31,TCH,465.8,282650
2023-04-03,TCH,454.69,275527
2023-04-04,TCH,465.26,400027
2023-04-05,TCH,480.01,220244
2023-04-06,TCH,461.48,371999
2023-04-07,TCH,450.3,475379
2023-04-10,TCH,457.56,682556
2023-04-11,TCH,452.3,379884
2023-04-12,TCH,460.45,621921
2023-04-13,TCH,456.17,479797
2023-04-14,TCH,467.73,417038
2023-04-17,TCH,456.61,297001
2023-04-18,TCH,454.68,347824
2023-04-19,TCH,452.72,354082
2023-04-20,TCH,458.67,387834
2023-04-21,TCH,459.02,354932
2023-04-24,TCH,457.11,616726
2023-04-25,TCH,454.36,415265
2023-04-26,TCH,439.08,844371
2023-04-27,TCH,435.85,306077
2023-04-28,TCH,429.86,604299
2023-05-01,TCH,433.9,278574
2023-05-02,TCH,429.16,397367
2023-05-03,TCH,434.92,398820
2023-05-04,TCH,431.39,403523
2023-05-05,TCH,430.29,673629
2023-05-08,TCH,430.46,456139
2023-05-09,TCH,425.69,856101
2023-05-10,TCH,426.73,725056
2023-05-11,TCH,415.45,424855
2023-05-12,TCH,419.15,651152
2023-05-15,TCH,420.56,271924
2023-05-16,TCH,424.56,425915
2023-05-17,TCH,433.83,411132
2023-05-18,TCH,449.57,519764
2023-05-19,TCH,447.48,557060
2023-05-22,TCH,441.71,313190
2023-05-23,TCH,438.62,512908
2023-05-24,TCH,450.82,718246
2023-05-25,TCH,443.14,577551
2023-05-26,TCH,464.29,508311
2023-05-29,TCH,465.65,616561
2023-05-30,TCH,468.91,179911
2023-05-31,TCH,482.53,215091
2023-06-01,TCH,479.77,822057
2023-06-02,TCH,483.52,555529
2023-06-05,TCH,494.7,489854
2023-06-06,TCH,486.49,459997
2023-06-07,TCH,472.73,431734
2023-06-08,TCH,474.86,515975
2023-06-09,TCH,465.22,487652
2023-06-12,TCH,469.08,377374
2023-06-13,TCH,467.87,479878
2023-06-14,TCH,476.78,476115
2023-06-15,TCH,485.01,349214
2023-06-16,TCH,471.65,666613
2023-06-19,TCH,468.56,348677
2023-06-20,TCH,459.01,333814
2023-06-21,TCH,462.63,370816
2023-06-22,TCH,453.18,254865
2023-06-23,TCH,462.14,417458
2023-06-26,TCH,449.17,375407
2023-06-27,TCH,448.61,554186
2023-06-28,TCH,442.65,423180
2023-06-29,TCH,439.39,236530
2023-06-30,TCH,435.62,371491
2023-07-03,TCH,435.99,258538
2023-07-04,TCH,427.69,641016
2023-07-05,TCH,424.31,653415
2023-07-06,TCH,437.99,508325
2023-07-07,TCH,438.73,575022
2023-07-10,TCH,451.84,456279
2023-07-11,TCH,451.43,488275
2023-07-12,TCH,447.45,348722
2023-07-13,TCH,438.43,384752
2023-07-14,TCH,442.65,584248
2023-07-17,TCH,455.4,314282
2023-07-18,TCH,464.69,465798
2023-07-19,TCH,470.52,349823
2023-07-20,TCH,482.18,344175
2023-07-21,TCH,489.08,665698
2023-07-24,TCH,497.9,537003
2023-07-25,TCH,505.77,487733
2023-07-26,TCH,514.39,305896
2023-07-27,TCH,505.15,442672
2023-07-28,TCH,500.45,393313
2023-07-31,TCH,517.56,279788
2023-08-01,TCH,512.35,539207
2023-08-02,TCH,503.01,524285
2023-08-03,TCH,508.34,209148
2023-08-04,TCH,507.11,411393
2023-08-07,TCH,521.75,823720
2023-08-08,TCH,509.22,481226
2023-08-09,TCH,498.85,822461
2023-08-10,TCH,517.09,503523
2023-08-11,TCH,509.13,541040
2023-08-14,TCH,504.09,410090
2023-08-15,TCH,501.71,320661
2023-08-16,TCH,482.08,313039
2023-08-17,TCH,486.85,658409
2023-08-18,TCH,475.47,406367
2023-08-21,TCH,480.93,366465
2023-08-22,TCH,468.15,869526
2023-08-23,TCH,474.52,954121
2023-08-24,TCH,473.02,476948
2023-08-25,TCH,471.89,238036
2023-08-28,TCH,477.45,425249
2023-08-29,TCH,485.46,304637
2023-08-30,TCH,486.54,284790
2023-08-31,TCH,486.72,729247
2023-09-01,TCH,482.61,280748
2023-09-04,TCH,486.37,343985
2023-09-05,TCH,499.1,411867
2023-09-06,TCH,504.16,290490
2023-09-07,TCH,494.29,355912
2023-09-08,TCH,494.73,294812
2023-09-11,TCH,489.27,277403
2023-09-12,TCH,479.94,422301
2023-09-13,TCH,477.85,434926
2023-09-14,TCH,481.61,266058
2023-09-15,TCH,487.65,272615
2023-09-18,TCH,492.24,274221
2023-09-19,TCH,486.41,272916
2023-09-20,TCH,478.76,419519
2023-09-21,TCH,468.08,486909
2023-09-22,TCH,467.3,369231
2023-09-25,TCH,472.34,708519
2023-09-26,TCH,476.59,729933
2023-09-27,TCH,468.92,223481
2023-09-28,TCH,483.2,458210
2023-09-29,TCH,485.48,224562
2023-10-02,TCH,492.36,458227
2023-10-03,TCH,497.44,645346
2023-10-04,TCH,485.26,502283
2023-10-05,TCH,492.0,319815
2023-10-06,TCH,505.55,678395
2023-10-09,TCH,497.1,328002
2023-10-10,TCH,489.03,478407
2023-10-11,TCH,493.06,307257
2023-10-12,TCH,494.07,495618
2023-10-13,TCH,498.98,393793
2023-10-16,TCH,490.12,223317
2023-10-17,TCH,496.6,377711
2023-10-18,TCH,483.11,577137
2023-10-19,TCH,480.56,706669
2023-10-20,TCH,483.57,378592
2023-10-23,TCH,477.66,665208
2023-10-24,TCH,478.56,357990
2023-10-25,TCH,488.12,1006237
2023-10-26,TCH,481.44,333015
2023-10-27,TCH,478.48,452535
2023-10-30,TCH,459.25,273235
2023-10-31,TCH,460.9,405579
2023-11-01,TCH,472.1,560967
2023-11-02,TCH,463.75,1363467
2023-11-03,TCH,460.02,337958
2023-11-06,TCH,468.85,185701
2023-11-07,TCH,481.5,704906
2023-11-08,TCH,481.27,451085
2023-11-09,TCH,473.67,755530
2023-11-10,TCH,470.24,282189
2023-11-13,TCH,475.1,988661
2023-11-14,TCH,469.7,348657
2023-11-15,TCH,465.92,409130
2023-11-16,TCH,460.13,461128
2023-11-17,TCH,468.23,281466
2023-11-20,TCH,469.79,384812
2023-11-21,TCH,465.42,223652
2023-11-22,TCH,466.5,567012
2023-11-23,TCH,470.66,368849
2023-11-24,TCH,457.41,152620
2023-11-27,TCH,461.26,379640
2023-11-28,TCH,472.28,496361
2023-11-29,TCH,466.3,501921
2023-11-30,TCH,460.44,878458
2023-12-01,TCH,469.93,475956
2023-12-04,TCH,454.57,400410
2023-12-05,TCH,473.73,419063
2023-12-06,TCH,465.08,850247
2023-12-07,TCH,461.39,304458
2023-12-08,TCH,453.85,371926
2023-12-11,TCH,444.51,593341
2023-12-12,TCH,447.64,480319
2023-12-13,TCH,451.92,285990
2023-12-14,TCH,446.61,487383
2023-12-15,TCH,435.48,899831
2023-12-18,TCH,432.04,427602
2023-12-19,TCH,435.96,372347
2023-12-20,TCH,436.07,441573
2023-12-21,TCH,438.33,409033
2023-12-22,TCH,435.96,1064466
