fecha,categoria,region,unidades_vendidas,precio_promedio,ingresos
2023-03-26,Laptops,Norte,54,1391.03,75115.62
2023-03-27,Laptops,Norte,44,1454.69,64006.36
2023-03-28,Laptops,Norte,44,1337.02,58828.88
2023-03-29,Laptops,Norte,41,1370.95,56208.95
2023-03-30,Laptops,Norte,28,1419.5,39746.0
2023-03-31,Laptops,Norte,32,1427.5,45680.0
2023-04-01,Laptops,Norte,34,1460.16,49645.44
2023-04-02,Laptops,Norte,31,1307.29,40525.99
2023-04-03,Laptops,Norte,56,1582.25,88606.0
2023-04-04,Laptops,Norte,54,1510.33,81557.82
2023-04-05,Laptops,Norte,37,1414.14,52323.18
2023-04-06,Laptops,Norte,44,1422.56,62592.64
2023-04-07,Laptops,Norte,37,1413.56,52301.72
2023-04-08,Laptops,Norte,36,1331.52,47934.72
2023-04-09,Laptops,Norte,51,1303.26,66466.26
2023-04-10,Laptops,Norte,50,1318.35,65917.5
2023-04-11,Laptops,Norte,48,1309.51,62856.48
2023-04-12,Laptops,Norte,44,1516.59,66729.96
2023-04-13,Laptops,Norte,43,1364.56,58676.08
2023-04-14,Laptops,Norte,29,1476.0,42804.0
2023-04-15,Laptops,Norte,41,1381.8,56653.8
2023-04-16,Laptops,Norte,39,1390.13,54215.07
2023-04-17,Laptops,Norte,47,1382.2,64963.4
2023-04-18,Laptops,Norte,48,1358.32,65199.36
2023-04-19,Laptops,Norte,45,1521.28,68457.6
2023-04-20,Laptops,Norte,33,1408.06,46465.98
2023-04-21,Laptops,Norte,28,1496.92,41913.76
2023-04-22,Laptops,Norte,39,1415.13,55190.07
2023-04-23,Laptops,Norte,46,1498.2,68917.2
2023-04-24,Laptops,Norte,67,1405.62,94176.54
2023-04-25,Laptops,Norte,44,1380.3,60733.2
2023-04-26,Laptops,Norte,44,1296.17,57031.48
2023-04-27,Laptops,Norte,40,1451.12,58044.8
2023-04-28,Laptops,Norte,28,1506.6,42184.8
2023-04-29,Laptops,Norte,48,1468.88,70506.24
2023-04-30,Laptops,Norte,46,1369.45,62994.7
2023-05-01,Laptops,Norte,50,1455.15,72757.5
2023-05-02,Laptops,Norte,44,1325.1,58304.4
2023-05-03,Laptops,Norte,50,1328.55,66427.5
2023-05-04,Laptops,Norte,29,1350.98,39178.42
2023-05-05,Laptops,Norte,38,1351.96,51374.48
2023-05-06,Laptops,Norte,33,1440.74,47544.42
2023-05-07,Laptops,Norte,42,1457.44,61212.48
2023-05-08,Laptops,Norte,42,1370.84,57575.28
2023-05-09,Laptops,Norte,42,1511.08,63465.36
2023-05-10,Laptops,Norte,40,1363.97,54558.8
2023-05-11,Laptops,Norte,29,1481.56,42965.24
2023-05-12,Laptops,Norte,24,1374.18,32980.32
2023-05-13,Laptops,Norte,30,1400.76,42022.8
2023-05-14,Laptops,Norte,53,1404.71,74449.63
2023-05-15,Laptops,Norte,66,1458.56,96264.96
2023-05-16,Laptops,Norte,51,1385.84,70677.84
2023-05-17,Laptops,Norte,47,1282.42,60273.74
2023-05-18,Laptops,Norte,35,1453.73,50880.55
2023-05-19,Laptops,Norte,33,1399.5,46183.5
2023-05-20,Laptops,Norte,38,1521.83,57829.54
2023-05-21,Laptops,Norte,39,1309.33,51063.87
2023-05-22,Laptops,Norte,40,1385.45,55418.0
2023-05-23,Laptops,Norte,39,1287.16,50199.24
2023-05-24,Laptops,Norte,47,1407.07,66132.29
2023-05-25,Laptops,Norte,33,1407.16,46436.28
2023-05-26,Laptops,Norte,26,1498.14,38951.64
2023-05-27,Laptops,Norte,41,1433.88,58789.08
2023-05-28,Laptops,Norte,42,1364.36,57303.12
2023-05-29,Laptops,Norte,32,1406.18,44997.76
2023-05-30,Laptops,Norte,49,1468.69,71965.81
2023-05-31,Laptops,Norte,44,1276.83,56180.52
2023-06-01,Laptops,Norte,30,1437.84,43135.2
2023-06-02,Laptops,Norte,36,1349.89,48596.04
2023-06-03,Laptops,Norte,33,1374.45,45356.85
2023-06-04,Laptops,Norte,33,1401.2,46239.6
2023-06-05,Laptops,Norte,40,1293.75,51750.0
2023-06-06,Laptops,Norte,52,1294.47,67312.44
2023-06-07,Laptops,Norte,31,1445.61,44813.91
2023-06-08,Laptops,Norte,26,1370.25,35626.5
2023-06-09,Laptops,Norte,29,1397.3,40521.7
2023-06-10,Laptops,Norte,36,1415.78,50968.08
2023-06-11,Laptops,Norte,49,1312.96,64335.04
2023-06-12,Laptops,Norte,48,1347.9,64699.2
2023-06-13,Laptops,Norte,54,1337.27,72212.58
2023-06-14,Laptops,Norte,39,1237.1,48246.9
2023-06-15,Laptops,Norte,32,1386.13,44356.16
2023-06-16,Laptops,Norte,18,1388.49,24992.82
2023-06-17,Laptops,Norte,30,1433.22,42996.6
2023-06-18,Laptops,Norte,30,1424.63,42738.9
2023-06-19,Laptops,Norte,30,1278.55,38356.5
2023-06-20,Laptops,Norte,37,1280.09,47363.33
2023-06-21,Laptops,Norte,29,1356.49,39338.21
2023-06-22,Laptops,Norte,24,1414.58,33949.92
2023-06-23,Laptops,Norte,25,1363.71,34092.75
2023-06-24,Laptops,Norte,33,1345.27,44393.91
2023-06-25,Laptops,Norte,30,1492.13,44763.9
2023-06-26,Laptops,Norte,41,1440.17,59046.97
2023-06-27,Laptops,Norte,37,1449.44,53629.28
2023-06-28,Laptops,Norte,24,1424.27,34182.48
2023-06-29,Laptops,Norte,31,1322.45,40995.95
2023-06-30,Laptops,Norte,20,1451.21,29024.2
2023-07-01,Laptops,Norte,25,1576.53,39413.25
2023-07-02,Laptops,Norte,39,1442.51,56257.89
2023-07-03,Laptops,Norte,40,1392.83,55713.2
2023-07-04,Laptops,Norte,34,1292.45,43943.3
2023-07-05,Laptops,Norte,35,1347.0,47145.0
2023-07-06,Laptops,Norte,23,1448.62,33318.26
2023-07-07,Laptops,Norte,22,1445.25,31795.5
2023-07-08,Laptops,Norte,25,1327.64,33191.0
2023-07-09,Laptops,Norte,35,1433.69,50179.15
2023-07-10,Laptops,Norte,36,1332.35,47964.6
2023-07-11,Laptops,Norte,34,1460.51,49657.34
2023-07-12,Laptops,Norte,35,1442.55,50489.25
2023-07-13,Laptops,Norte,24,1468.54,35244.96
2023-07-14,Laptops,Norte,24,1365.6,32774.4
2023-07-15,Laptops,Norte,29,1450.8,42073.2
2023-07-16,Laptops,Norte,26,1408.02,36608.52
2023-07-17,Laptops,Norte,25,1427.79,35694.75
2023-07-18,Laptops,Norte,37,1404.53,51967.61
2023-07-19,Laptops,Norte,31,1339.49,41524.19
2023-07-20,Laptops,Norte,14,1422.85,19919.9
2023-07-21,Laptops,Norte,21,1431.7,30065.7
2023-07-22,Laptops,Norte,18,1322.7,23808.6
2023-07-23,Laptops,Norte,32,1439.97,46079.04
2023-07-24,Laptops,Norte,30,1436.29,43088.7
2023-07-25,Laptops,Norte,31,1352.67,41932.77
2023-07-26,Laptops,Norte,25,1418.55,35463.75
2023-07-27,Laptops,Norte,30,1356.96,40708.8
2023-07-28,Laptops,Norte,25,1441.07,36026.75
2023-07-29,Laptops,Norte,19,1337.9,25420.1
2023-07-30,Laptops,Norte,23,1492.63,34330.49
2023-07-31,Laptops,Norte,36,1488.93,53601.48
2023-08-01,Laptops,Norte,32,1457.21,46630.72
2023-08-02,Laptops,Norte,26,1536.45,39947.7
2023-08-03,Laptops,Norte,19,1499.97,28499.43
2023-08-04,Laptops,Norte,21,1465.6,30777.6
2023-08-05,Laptops,Norte,23,1509.4,34716.2
2023-08-06,Laptops,Norte,25,1391.32,34783.0
2023-08-07,Laptops,Norte,33,1361.29,44922.57
2023-08-08,Laptops,Norte,26,1468.62,38184.12
2023-08-09,Laptops,Norte,24,1392.36,33416.64
2023-08-10,Laptops,Norte,17,1464.53,24897.01
2023-08-11,Laptops,Norte,16,1346.05,21536.8
2023-08-12,Laptops,Norte,20,1353.89,27077.8
2023-08-13,Laptops,Norte,30,1297.87,38936.1
2023-08-14,Laptops,Norte,26,1322.16,34376.16
2023-08-15,Laptops,Norte,25,1424.05,35601.25
2023-08-16,Laptops,Norte,22,1301.32,28629.04
2023-08-17,Laptops,Norte,23,1330.72,30606.56
2023-08-18,Laptops,Norte,21,1343.94,28222.74
2023-08-19,Laptops,Norte,25,1371.45,34286.25
2023-08-20,Laptops,Norte,26,1406.15,36559.9
2023-08-21,Laptops,Norte,30,1537.22,46116.6
2023-08-22,Laptops,Norte,29,1455.61,42212.69
2023-08-23,Laptops,Norte,22,1358.74,29892.28
2023-08-24,Laptops,Norte,20,1401.54,28030.8
2023-08-25,Laptops,Norte,20,1362.35,27247.0
2023-08-26,Laptops,Norte,27,1461.94,39472.38
2023-08-27,Laptops,Norte,28,1439.37,40302.36
2023-08-28,Laptops,Norte,36,1362.03,49033.08
2023-08-29,Laptops,Norte,28,1426.97,39955.16
2023-08-30,Laptops,Norte,26,1431.77,37226.02
2023-08-31,Laptops,Norte,15,1403.81,21057.15
2023-09-01,Laptops,Norte,19,1427.41,27120.79
2023-09-02,Laptops,Norte,19,1440.44,27368.36
2023-09-03,Laptops,Norte,23,1549.11,35629.53
2023-09-04,Laptops,Norte,36,1483.87,53419.32
2023-09-05,Laptops,Norte,35,1332.68,46643.8
2023-09-06,Laptops,Norte,26,1417.58,36857.08
2023-09-07,Laptops,Norte,20,1548.98,30979.6
2023-09-08,Laptops,Norte,20,1425.53,28510.6
2023-09-09,Laptops,Norte,15,1529.13,22936.95
2023-09-10,Laptops,Norte,25,1583.55,39588.75
2023-09-11,Laptops,Norte,28,1334.97,37379.16
2023-09-12,Laptops,Norte,22,1395.13,30692.86
2023-09-13,Laptops,Norte,18,1405.11,25291.98
2023-09-14,Laptops,Norte,24,1308.73,31409.52
2023-09-15,Laptops,Norte,21,1497.34,31444.14
2023-09-16,Laptops,Norte,27,1424.11,38450.97
2023-09-17,Laptops,Norte,26,1284.33,33392.58
2023-09-18,Laptops,Norte,38,1422.62,54059.56
2023-09-19,Laptops,Norte,25,1344.85,33621.25
2023-09-20,Laptops,Norte,27,1398.4,37756.8
2023-09-21,Laptops,Norte,15,1225.55,18383.25
2023-09-22,Laptops,Norte,19,1387.03,26353.57
2023-09-23,Laptops,Norte,25,1458.96,36474.0
2023-09-24,Laptops,Norte,28,1370.51,38374.28
2023-09-25,Laptops,Norte,35,1275.63,44647.05
2023-09-26,Laptops,Norte,27,1395.95,37690.65
2023-09-27,Laptops,Norte,21,1385.87,29103.27
2023-09-28,Laptops,Norte,22,1509.8,33215.6
2023-09-29,Laptops,Norte,17,1430.91,24325.47
2023-09-30,Laptops,Norte,27,1383.86,37364.22
2023-10-01,Laptops,Norte,22,1315.85,28948.7
2023-10-02,Laptops,Norte,30,1396.86,41905.8
2023-10-03,Laptops,Norte,30,1535.57,46067.1
2023-10-04,Laptops,Norte,27,1426.6,38518.2
2023-10-05,Laptops,Norte,18,1446.01,26028.18
2023-10-06,Laptops,Norte,22,1226.84,26990.48
2023-10-07,Laptops,Norte,23,1464.19,33676.37
2023-10-08,Laptops,Norte,27,1406.56,37977.12
2023-10-09,Laptops,Norte,27,1401.63,37844.01
2023-10-10,Laptops,Norte,24,1412.11,33890.64
2023-10-11,Laptops,Norte,26,1414.07,36765.82
2023-10-12,Laptops,Norte,25,1381.92,34548.0
2023-10-13,Laptops,Norte,22,1365.36,30037.92
2023-10-14,Laptops,Norte,23,1301.79,29941.17
2023-10-15,Laptops,Norte,25,1374.13,34353.25
2023-10-16,Laptops,Norte,24,1477.84,35468.16
2023-10-17,Laptops,Norte,46,1360.92,62602.32
2023-10-18,Laptops,Norte,23,1455.75,33482.25
2023-10-19,Laptops,Norte,32,1325.02,42400.64
2023-10-20,Laptops,Norte,19,1305.17,24798.23
2023-10-21,Laptops,Norte,19,1369.96,26029.24
2023-10-22,Laptops,Norte,29,1464.75,42477.75
2023-10-23,Laptops,Norte,29,1297.1,37615.9
2023-10-24,Laptops,Norte,33,1524.22,50299.26
2023-10-25,Laptops,Norte,27,1549.63,41840.01
2023-10-26,Laptops,Norte,17,1449.52,24641.84
2023-10-27,Laptops,Norte,19,1362.46,25886.74
2023-10-28,Laptops,Norte,27,1366.78,36903.06
2023-10-29,Laptops,Norte,28,1351.8,37850.4
2023-10-30,Laptops,Norte,35,1351.71,47309.85
2023-10-31,Laptops,Norte,32,1384.72,44311.04
2023-11-01,Laptops,Norte,31,1272.05,39433.55
2023-11-02,Laptops,Norte,23,1424.44,32762.12
2023-11-03,Laptops,Norte,28,1320.77,36981.56
2023-11-04,Laptops,Norte,30,1339.75,40192.5
2023-11-05,Laptops,Norte,23,1346.72,30974.56
2023-11-06,Laptops,Norte,39,1425.32,55587.48
2023-11-07,Laptops,Norte,28,1477.38,41366.64
2023-11-08,Laptops,Norte,24,1328.88,31893.12
2023-11-09,Laptops,Norte,27,1484.27,40075.29
2023-11-10,Laptops,Norte,23,1321.3,30389.9
2023-11-11,Laptops,Norte,33,1349.02,44517.66
2023-11-12,Laptops,Norte,28,1462.78,40957.84
2023-11-13,Laptops,Norte,33,1283.68,42361.44
2023-11-14,Laptops,Norte,44,1361.37,59900.28
2023-11-15,Laptops,Norte,71,1335.03,94787.13
2023-11-16,Laptops,Norte,47,1367.92,64292.24
2023-11-17,Laptops,Norte,43,1351.95,58133.85
2023-11-18,Laptops,Norte,49,1278.12,62627.88
2023-11-19,Laptops,Norte,62,1442.52,89436.24
2023-11-20,Laptops,Norte,42,1424.25,59818.5
2023-11-21,Laptops,Norte,66,1462.64,96534.24
2023-11-22,Laptops,Norte,70,1371.41,95998.7
2023-11-23,Laptops,Norte,55,1393.42,76638.1
2023-11-24,Laptops,Norte,43,1462.49,62887.07
2023-11-25,Laptops,Norte,57,1415.69,80694.33
2023-11-26,Laptops,Norte,66,1463.41,96585.06
2023-11-27,Laptops,Norte,67,1458.34,97708.78
2023-11-28,Laptops,Norte,81,1403.12,113652.72
2023-11-29,Laptops,Norte,72,1406.67,101280.24
2023-11-30,Laptops,Norte,40,1395.25,55810.0
2023-12-01,Laptops,Norte,34,1406.75,47829.5
2023-12-02,Laptops,Norte,40,1361.73,54469.2
2023-12-03,Laptops,Norte,50,1423.85,71192.5
2023-12-04,Laptops,Norte,54,1412.86,76294.44
2023-12-05,Laptops,Norte,60,1357.78,81466.8
2023-12-06,Laptops,Norte,44,1427.07,62791.08
2023-12-07,Laptops,Norte,51,1486.3,75801.3
2023-12-08,Laptops,Norte,39,1400.58,54622.62
2023-12-09,Laptops,Norte,58,1404.85,81481.3
2023-12-10,Laptops,Norte,61,1412.89,86186.29
2023-12-11,Laptops,Norte,63,1266.61,79796.43
2023-12-12,Laptops,Norte,63,1374.52,86594.76
2023-12-13,Laptops,Norte,44,1562.07,68731.08
2023-12-14,Laptops,Norte,34,1402.99,47701.66
2023-12-15,Laptops,Norte,46,1337.17,61509.82
2023-12-16,Laptops,Norte,60,1397.33,83839.8
2023-12-17,Laptops,Norte,76,1360.51,103398.76
2023-12-18,Laptops,Norte,85,1411.84,120006.4
2023-12-19,Laptops,Norte,48,1412.83,67815.84
2023-12-20,Laptops,Norte,68,1395.6,94900.8
2023-12-21,Laptops,Norte,47,1462.43,68734.21
2023-12-22,Laptops,Norte,54,1315.26,71024.04
2023-12-23,Laptops,Norte,50,1423.13,71156.5
2023-12-24,Laptops,Norte,67,1473.1,98697.7
2023-12-25,Laptops,Norte,46,1380.62,63508.52
2023-12-26,Laptops,Norte,40,1456.84,58273.6
2023-12-27,Laptops,Norte,39,1383.97,53974.83
2023-12-28,Laptops,Norte,39,1323.6,51620.4
2023-12-29,Laptops,Norte,35,1266.85,44339.75
2023-12-30,Laptops,Norte,38,1361.11,51722.18
2023-12-31,Laptops,Norte,37,1377.9,50982.3
2024-01-01,Laptops,Norte,52,1553.51,80782.52
2024-01-02,Laptops,Norte,57,1403.2,79982.4
2024-01-03,Laptops,Norte,38,1360.53,51700.14
2024-01-04,Laptops,Norte,39,1437.17,56049.63
2024-01-05,Laptops,Norte,33,1372.72,45299.76
2024-01-06,Laptops,Norte,38,1472.32,55948.16
2024-01-07,Laptops,Norte,39,1507.95,58810.05
2024-01-08,Laptops,Norte,62,1411.29,87499.98
2024-01-09,Laptops,Norte,42,1275.36,53565.12
2024-01-10,Laptops,Norte,47,1392.97,65469.59
2024-01-11,Laptops,Norte,43,1388.69,59713.67
2024-01-12,Laptops,Norte,41,1514.56,62096.96
2024-01-13,Laptops,Norte,50,1431.27,71563.5
2024-01-14,Laptops,Norte,45,1372.61,61767.45
2024-01-15,Laptops,Norte,71,1497.87,106348.77
2024-01-16,Laptops,Norte,53,1391.74,73762.22
2024-01-17,Laptops,Norte,37,1391.07,51469.59
2024-01-18,Laptops,Norte,52,1364.97,70978.44
2024-01-19,Laptops,Norte,41,1481.2,60729.2
2024-01-20,Laptops,Norte,34,1362.4,46321.6
2024-01-21,Laptops,Norte,40,1445.49,57819.6
2024-01-22,Laptops,Norte,62,1428.04,88538.48
2024-01-23,Laptops,Norte,50,1404.79,70239.5
2024-01-24,Laptops,Norte,49,1463.88,71730.12
2024-01-25,Laptops,Norte,38,1507.91,57300.58
2024-01-26,Laptops,Norte,45,1313.8,59121.0
2024-01-27,Laptops,Norte,38,1388.6,52766.8
2024-01-28,Laptops,Norte,50,1382.96,69148.0
2024-01-29,Laptops,Norte,65,1407.45,91484.25
2024-01-30,Laptops,Norte,68,1359.43,92441.24
2024-01-31,Laptops,Norte,34,1328.05,45153.7
2024-02-01,Laptops,Norte,55,1392.42,76583.1
2024-02-02,Laptops,Norte,47,1471.2,69146.4
2024-02-03,Laptops,Norte,40,1385.84,55433.6
2024-02-04,Laptops,Norte,50,1429.09,71454.5
2024-02-05,Laptops,Norte,61,1507.18,91937.98
2024-02-06,Laptops,Norte,63,1411.64,88933.32
2024-02-07,Laptops,Norte,49,1469.32,71996.68
2024-02-08,Laptops,Norte,37,1475.83,54605.71
2024-02-09,Laptops,Norte,50,1486.91,74345.5
2024-02-10,Laptops,Norte,41,1545.71,63374.11
2024-02-11,Laptops,Norte,62,1391.08,86246.96
2024-02-12,Laptops,Norte,70,1463.93,102475.1
2024-02-13,Laptops,Norte,68,1415.22,96234.96
2024-02-14,Laptops,Norte,48,1434.9,68875.2
2024-02-15,Laptops,Norte,37,1428.8,52865.6
2024-02-16,Laptops,Norte,45,1483.57,66760.65
2024-02-17,Laptops,Norte,62,1364.49,84598.38
2024-02-18,Laptops,Norte,53,1427.51,75658.03
2024-02-19,Laptops,Norte,51,1311.03,66862.53
2024-02-20,Laptops,Norte,63,1344.17,84682.71
2024-02-21,Laptops,Norte,48,1359.62,65261.76
2024-02-22,Laptops,Norte,36,1441.44,51891.84
2024-02-23,Laptops,Norte,35,1429.35,50027.25
2024-02-24,Laptops,Norte,39,1498.01,58422.39
2024-02-25,Laptops,Norte,55,1469.09,80799.95
2024-02-26,Laptops,Norte,41,1398.93,57356.13
2024-02-27,Laptops,Norte,68,1610.83,109536.44
2024-02-28,Laptops,Norte,68,1413.24,96100.32
2024-02-29,Laptops,Norte,30,1302.09,39062.7
2024-03-01,Laptops,Norte,52,1311.42,68193.84
2024-03-02,Laptops,Norte,44,1448.82,63748.08
2024-03-03,Laptops,Norte,51,1290.58,65819.58
2024-03-04,Laptops,Norte,60,1412.75,84765.0
2024-03-05,Laptops,Norte,70,1376.54,96357.8
2024-03-06,Laptops,Norte,54,1533.59,82813.86
2024-03-07,Laptops,Norte,46,1318.29,60641.34
2024-03-08,Laptops,Norte,65,1469.67,95528.55
2024-03-09,Laptops,Norte,46,1375.62,63278.52
2024-03-10,Laptops,Norte,64,1369.22,87630.08
2024-03-11,Laptops,Norte,57,1506.66,85879.62
2024-03-12,Laptops,Norte,53,1363.92,72287.76
2024-03-13,Laptops,Norte,51,1337.06,68190.06
2024-03-14,Laptops,Norte,38,1367.11,51950.18
2024-03-15,Laptops,Norte,55,1329.39,73116.45
2024-03-16,Laptops,Norte,44,1292.85,56885.4
2024-03-17,Laptops,Norte,57,1345.35,76684.95
2024-03-18,Laptops,Norte,64,1287.21,82381.44
2024-03-19,Laptops,Norte,54,1339.53,72334.62
2024-03-20,Laptops,Norte,45,1337.77,60199.65
2024-03-21,Laptops,Norte,41,1417.42,58114.22
2024-03-22,Laptops,Norte,34,1309.47,44521.98
2024-03-23,Laptops,Norte,58,1441.59,83612.22
2024-03-24,Laptops,Norte,48,1248.9,59947.2
2024-03-25,Laptops,Norte,57,1334.98,76093.86
2024-03-26,Laptops,Norte,67,1384.93,92790.31
2024-03-27,Laptops,Norte,48,1371.7,65841.6
2024-03-28,Laptops,Norte,41,1403.89,57559.49
2024-03-29,Laptops,Norte,40,1305.79,52231.6
2024-03-30,Laptops,Norte,41,1533.0,62853.0
2024-03-31,Laptops,Norte,45,1513.38,68102.1
2024-04-01,Laptops,Norte,59,1218.22,71874.98
2024-04-02,Laptops,Norte,52,1442.17,74992.84
2024-04-03,Laptops,Norte,58,1375.25,79764.5
2024-04-04,Laptops,Norte,45,1391.26,62606.7
2024-04-05,Laptops,Norte,50,1392.72,69636.0
2024-04-06,Laptops,Norte,46,1343.99,61823.54
2024-04-07,Laptops,Norte,59,1391.66,82107.94
2024-04-08,Laptops,Norte,55,1506.58,82861.9
2024-04-09,Laptops,Norte,65,1527.27,99272.55
2024-04-10,Laptops,Norte,47,1391.41,65396.27
2024-04-11,Laptops,Norte,49,1285.92,63010.08
2024-04-12,Laptops,Norte,29,1381.71,40069.59
2024-04-13,Laptops,Norte,39,1377.9,53738.1
2024-04-14,Laptops,Norte,55,1500.19,82510.45
2024-04-15,Laptops,Norte,58,1315.05,76272.9
2024-04-16,Laptops,Norte,68,1267.7,86203.6
2024-04-17,Laptops,Norte,45,1349.9,60745.5
2024-04-18,Laptops,Norte,41,1445.3,59257.3
2024-04-19,Laptops,Norte,43,1333.38,57335.34
2024-04-20,Laptops,Norte,41,1381.44,56639.04
2024-04-21,Laptops,Norte,51,1451.08,74005.08
2024-04-22,Laptops,Norte,51,1290.88,65834.88
2024-04-23,Laptops,Norte,51,1391.23,70952.73
2024-04-24,Laptops,Norte,68,1415.47,96251.96
2024-04-25,Laptops,Norte,33,1443.67,47641.11
2024-04-26,Laptops,Norte,35,1369.53,47933.55
2024-04-27,Laptops,Norte,44,1506.35,66279.4
2024-04-28,Laptops,Norte,57,1364.17,77757.69
2024-04-29,Laptops,Norte,58,1455.13,84397.54
2024-04-30,Laptops,Norte,52,1477.21,76814.92
2024-05-01,Laptops,Norte,43,1220.05,52462.15
2024-05-02,Laptops,Norte,45,1506.44,67789.8
2024-05-03,Laptops,Norte,30,1322.41,39672.3
2024-05-04,Laptops,Norte,39,1367.96,53350.44
2024-05-05,Laptops,Norte,41,1475.05,60477.05
2024-05-06,Laptops,Norte,44,1368.09,60195.96
2024-05-07,Laptops,Norte,42,1392.63,58490.46
2024-05-08,Laptops,Norte,43,1463.35,62924.05
2024-05-09,Laptops,Norte,41,1410.41,57826.81
2024-05-10,Laptops,Norte,49,1328.17,65080.33
2024-05-11,Laptops,Norte,56,1482.09,82997.04
